row_id,description,player_counts_min_players,player_counts_max_players,playtime_min_playtime,playtime_max_playtime,boardgame,minimum_age,game_info_release_year,game_info_categories,game_info_mechanisms,game_info_family,credits_designers,credits_solo_designer,credits_artists,credits_publishers,credits_developer,credits_graphic_designer,credits_sculptor,credits_editor,credits_writer,credits_insert_designer,game_stats_average_rating,game_stats_num_of_ratings,game_stats_std_deviation,game_stats_weight,game_stats_comments,game_stats_fans,game_stats_page_views,ranks_overall,ranks_strategy,play_stats_all_time_plays,play_stats_this_month_plays,collection_stats_own,collection_stats_previously_owned,collection_stats_for_trade,collection_stats_want_in_trade,collection_stats_wishlist,ratings_rated_1,ratings_rated_2,ratings_rated_3,ratings_rated_4,ratings_rated_5,ratings_rated_6,ratings_rated_7,ratings_rated_8,ratings_rated_9,ratings_rated_10,link_to_game,suggested_retail_price_usd,amazon_price_usd,boardgamebliss_price_cad,boardgamebliss_price_usd,philibert_price_eur,philibert_price_usd,zatu_games_price_gbp,zatu_games_price_usd,ebay_price_usd,ranks_thematic,cardhaus_games_price_usd,miniature_market_price_usd,noble_knight_games_price_usd,boardtopia_price_usd,k&b_hobbies_and_games_price_cad,k&b_hobbies_and_games_price_usd,zulu's_board_game_cafe_price_usd,elevated_board_games_price_usd,collector_store_llc_price_usd,ranks_war,usedgames.ca_price_cad,usedgames.ca_price_usd,stonemaier_games_price_usd,ranks_customizable,ranks_family,ranks_abstract,renegade_game_studios_price_usd,ranks_party,fowers_games_price_usd,ranks_children's,bgg_store_price_usd
466,"France and Britain clash globally over trade, influence and territory in the 1700s.",2,2,120.0,240.0,Imperial Struggle,14.0,2020.0,Age of Reason;American Revolutionary War;Wargame,Area Majority / Influence;Campaign / Battle Card Driven;Events;Open Drafting;Point to Point Movement;Secret Unit Deployment;Simulation,Components: Map (Global Scale);Country: France;Country: Great Britain;Digital Implementations: TableTop Simulator Mod (TTS);History: Age of Kings;Players: Two-Player Only Games;Players: Wargames with Rules Supporting Only Two Players;Series: Book Box (DiceTree);Theme: Colonial,Ananda Gupta;Jason Matthews,,Terry Leeds,GMT Games;Board Game Rookie;Devir;DiceTree Games;Ergo Ludo Editions;GaGa Games;Nuts! Publishing;PHALANX;Rawstone;Udo Grebe Gamedesign,,Rodger B. MacGowan,,,,,8.239,3129,1.40,4.06,880,580,1005606,466,248.0,5841,36,8010,640,174,194,2011,8,9,24,28,57,158,370,905,1000,535,https://boardgamegeek.com/boardgame/206480/imperial-struggle,64.0,54.81,,,,,44.95,60.63,25.0,,,,25.0,,,,,,,5.0,,,,,,,,,,,
467,"Build, raise cattle, expand and explore in a fictional Western US region.",1,4,80.0,160.0,Boonlake,14.0,2021.0,American West;Civilization;Economic;Exploration;Farming;Industry / Manufacturing;Territory Building,End Game Bonuses;Follow;Hexagon Grid;Income;Map Addition;Multi-Use Cards;Point to Point Movement;Solo / Solitaire Game;Tile Placement;Track Movement;Variable Set-up,Animals: Cattle / Cows;Components: Control Boards;Components: Map (Regional scale);Components: Meeples (Animal) / Animeeples;Components: Wooden pieces & boards;Digital Implementations: Tabletopia;Theme: Colonial,Alexander Pfister,,Klemens Franz,dlp games;Arrakis Games;Capstone Games;Cranio Creations;Dice Realm;Engames;Lacerta;Super Meeple;YOKA Games,,,,Markus Müller (I),,,7.627,5755,1.24,3.8,976,428,808695,467,268.0,17831,118,10347,1374,302,241,1912,9,14,36,57,159,486,1300,2300,1100,275,https://boardgamegeek.com/boardgame/343905/boonlake,,,50.95,36.79,62.9,73.47,35.95,48.49,26.0,,55.96,55.99,20.0,55.96,,,,,,,,,,,,,,,,,
468,Control luck itself! Choose to forge improved dice or complete quests for rewards.,2,4,45.0,45.0,Dice Forge,10.0,2017.0,Ancient;Dice;Fantasy;Mythology,"Deck, Bag, and Pool Building;Dice Rolling;Open Drafting;Random Production",Components: Dice with Icons;Components: Dice With Swappable Faces;Digital Implementations: Board Game Arena;Game: Dice Forge,Régis Bonnessée,,Biboun,Libellud;ADC Blackfire Entertainment;asmodee;Asterion Press;Broadway Toys LTD;Galápagos Jogos;Geekach LLC;Gém Klub Kft.;Hobby Japan;Lifestyle Boardgames Ltd;Rebel Sp. z o.o.,,,,Thomas Gallecier,,,7.218,23616,1.24,1.97,3332,1045,1233537,468,,113420,330,37146,3887,541,438,4916,27,57,141,404,1100,3300,8100,7500,2300,737,https://boardgamegeek.com/boardgame/194594/dice-forge,55.99,48.99,62.95,45.45,,,35.35,47.68,24.99,,47.99,,47.99,44.79,,,,47.99,,,,,,,122.0,,,,,,
469,"Draft cards, avoid debt, and run your industrial engine to rebuild London.",2,4,60.0,90.0,London (Second Edition),14.0,2017.0,Card Game;City Building,Action Queue;Automatic Resource Growth;Contracts;End Game Bonuses;Hand Management;Income;Loans;Open Drafting;Tags;Take That;Variable Set-up,"Cities: London (England, UK);Country: United Kingdom;Mechanism: Tableau Building;Misc: LongPack Games",Martin Wallace,,Mike Atkinson;Natalia Borek;Przemysław Sobiecki,Osprey Games;Arclight Games;FoxGames;Game Harbor;Giant Roc;Lavka Games;Maldito Games;MeepleBR;Origames,,,,,,,7.485,7605,1.19,2.72,1213,362,610908,469,306.0,23230,106,10868,1806,219,311,1827,11,21,36,74,223,747,2200,2900,1200,246,https://boardgamegeek.com/boardgame/236191/london-second-edition,55.0,40.37,,,,,,,69.99,,,,95.0,,,,,,,,,,,,,,,,,,
470,Compete to become the most dominant empire the world has ever seen!,1,4,40.0,160.0,Imperium: Legends,14.0,2021.0,Card Game;Civilization,"Deck, Bag, and Pool Building;End Game Bonuses;Hand Management;Move Through Deck;Open Drafting;Solo / Solitaire Game;Variable Player Powers;Variable Set-up",Crowdfunding: Spieleschmiede;Game: Imperium (Osprey Games);Mechanism: Tableau Building;Series: Imperium Engine Meta Series,Nigel Buckle;Dávid Turczi,Nigel Buckle;Dávid Turczi,Mihajlo Dimitrievski,Osprey Games;Banana Games;Board Game Rookie;CMON Global Limited;Devir;Fox in the Box;Giant Roc;Hobby Japan;Korea Boardgames;Lucrum Games;MeepleBR;Niza Gams;Origames,Filip Hartelius;Anthony Howgego,"James Hunter;Yu-Cin, HUANG",,,,,7.841,4546,1.41,3.76,811,478,452132,470,263.0,10516,85,12166,1753,259,221,1521,10,16,31,55,153,340,851,1500,1100,474,https://boardgamegeek.com/boardgame/318182/imperium-legends,48.0,31.99,53.95,38.95,31.5,36.79,22.99,31.01,30.81,,,,28.0,31.98,,,,,,,,,,,,,,,,,
471,"Social deduction - Loyal sailors, ruthless pirates, crazy cultists and... The Kraken!",5,11,45.0,90.0,Feed the Kraken,12.0,2022.0,Bluffing;Deduction;Fantasy;Nautical;Party Game;Pirates,Acting;Betting and Bluffing;Grid Movement;Hidden Roles;Player Elimination;Role Playing;Roles with Asymmetric Information;Team-Based Game;Traitor Game;Variable Player Powers;Voting,Components: Miniatures;Creatures: Kraken;Crowdfunding: Kickstarter;Game: Werewolf / Mafia;Misc: LongPack Games;Theme: Pirates,Maikel Cheney;Dr. Hans Joachim Höh;Tobias Immich,,James Churchill;Hendrik Noack,Funtails;Bumble3ee Interactive;GateOnGames;IELLO;Lucrum Games;Niza Gams;Old Dawg;Outset Media;Popcorn Games;Raven Distribution;Reflexshop;Rozum;SEVENSEAS GAMES(七海桌游);SPIEL INSTABIL,,,Leonardo Peñaranda,,,,7.797,5140,1.48,2.15,853,1034,696697,471,,20748,340,8130,435,46,401,4210,18,16,46,68,169,416,1000,1600,1200,608,https://boardgamegeek.com/boardgame/271601/feed-the-kraken,,44.61,49.5,35.74,,,33.25,44.85,42.3,112.0,49.99,,350.0,,,,39.99,85.0,,,,,,,,,,14.0,,,
472,Choose and manage your workers to protect your palaces from a series of disasters.,2,5,75.0,100.0,In the Year of the Dragon,12.0,2007.0,Economic;Medieval,Action Drafting;Events;Hand Management;Turn Order: Stat-Based;Variable Set-up,Country: China;Digital Implementations: Board Game Arena;Series: Alea Big Box,Stefan Feld,,Harald Lieske;Michael Menzel,alea;Ravensburger;Broadway Toys LTD;Filosofia Éditions;Rebel Sp. z o.o.;Rio Grande Games,,,,,,,7.294,12438,1.35,3.08,2784,359,866147,472,328.0,33336,34,11434,2332,310,399,1957,40,51,123,225,557,1500,3700,4100,1600,458,https://boardgamegeek.com/boardgame/31594/in-the-year-of-the-dragon,,19.99,,,,,,,15.0,,,,18.0,,,,,,,,,,,,,,,,,,
473,Race for the glory of the Cube Cup in this exciting game of luck and strategy!,2,4,30.0,60.0,Cubitos,10.0,2021.0,Dice;Racing,"Catch the Leader;Deck, Bag, and Pool Building;Delayed Purchase;Dice Rolling;Grid Movement;Market;Push Your Luck;Race;Re-rolling and Locking;Variable Set-up",Components: Dice with Icons;Components: Meeples (Animal) / Animeeples,John D. Clair,,Banu Andaru;Felicia Cano;Jacqui Davis;Kali Fitzgerald;Ryan Iler,Alderac Entertainment Group;Boardgame Mall;Dice&Bones;Geekach LLC;Lavka Games;Ludistri;Maldito Games;Pegasus Spiele;White Goblin Games;YOKA Games,Scot Eaton;John Goodenough,Philip Glofcheskie;Matt Paquette & Co.,,Richard A. Edwards,,,7.383,10128,1.23,2.17,1539,637,730200,473,,40390,210,16885,2214,299,439,3696,11,21,59,138,371,1100,3100,3600,1300,368,https://boardgamegeek.com/boardgame/298069/cubitos,59.99,50.74,66.95,48.34,,,44.99,60.68,33.01,,47.99,47.99,30.0,,,,,47.99,,,,,,,106.0,,,,,,
474,Build railroad routes across Germany to try to connect valuable destinations.,2,5,30.0,60.0,Ticket to Ride: Märklin,8.0,2006.0,Trains;Transportation,Hand Management;Network and Route Building;Open Drafting;Point to Point Movement;Set Collection,Components: Map (Continental / National scale);Country: Germany;Game: Ticket to Ride (Official),Alan R. Moon,,Cyrille Daujean;Julien Delval,Days of Wonder,,,,,,,7.411,9313,1.25,2.24,2242,217,537067,474,335.0,17089,7,12078,1600,176,464,1747,24,22,54,109,329,981,2900,3300,1200,373,https://boardgamegeek.com/boardgame/21348/ticket-to-ride-marklin,,,,,,,,,10.69,,,,140.0,,,,,,,,,,,,105.0,,,,,,
475,A cooperative survival game in the bizarre and wondrous reaches of deep space.,2,4,60.0,90.0,Unsettled,14.0,2021.0,Game System;Science Fiction;Space Exploration,Action Retrieval;Cooperative Game;Modular Board;Scenario / Mission / Campaign Game;Tech Trees / Tech Tracks;Variable Set-up,Components: Game Trayz Inside;Crowdfunding: Kickstarter;Game: Unsettled;Theme: Survival,Tom Mattson;Marc Neidlinger,,Bartek Fedyczak;Krista Zimmerman,"Orange Nebula, LLC;Choo Choo Games;Lucky Duck Games",,,,,,Noah Adelman,8.088,3470,1.36,3.27,945,905,907569,475,,13764,109,9889,637,88,531,3765,3,12,17,35,79,212,528,1100,1000,491,https://boardgamegeek.com/boardgame/290484/unsettled,,399.99,,,94.5,110.38,,,,56.0,99.0,,125.0,,109.99,79.41,,,,,,,,,,,,,,,
476,"Auction, bet, race! You can lose the race and still win the game.",2,6,20.0,40.0,Downforce,10.0,2017.0,Racing;Sports,Auction / Bidding;Betting and Bluffing;Hand Management;Moving Multiple Units;Player Elimination;Predictive Bid;Track Movement;Variable Player Powers,Digital Implementations: Board Game Arena;Game: Downforce;Series: Auto Racing card system (Wolfgang Kramer);Sports: Auto Racing;Sports: Formula 1,Rob Daviau;Justin D. Jacobson;Wolfgang Kramer,,Tavis Coburn;Michael Crampton;Jason Taylor,Restoration Games;2 Pionki;Devir;Fabrika Igr;GoKids 玩樂小子;Goliath Games;Happy Baobab;Hobby Japan;IELLO;Mancalamaro;MEBO Games;MINDOK;Portal Games;Reflexshop;Siam Board Games;Zito! Ώρα για παιχνίδι,,,,,,,7.263,14748,1.22,1.73,2445,536,832380,476,,88473,279,19948,2287,396,348,2983,22,28,94,224,669,1800,4900,5100,1600,412,https://boardgamegeek.com/boardgame/215311/downforce,,,,,33.0,38.55,24.99,33.71,36.33,,,,50.0,,,,,,,,,,,,115.0,,,,,,
477,"Spread your glory over the vast, as of yet unexplored world.",3,5,90.0,90.0,Endeavor,12.0,2009.0,Exploration;Nautical;Renaissance,Area Majority / Influence;Hand Management;Open Drafting;Set Collection;Tech Trees / Tech Tracks,Components: Map (Global Scale);Components: Wooden pieces & boards;Game: Endeavor;History: Age of Discovery;Mechanism: Tableau Building;Region: The World;Theme: Colonial,Carl de Visser;Jarratt Gray,,Josh Cappel;Klemens Franz;Hanno Girke,Z-Man Games;Albi;Hobby Japan;Lookout Games;Wargames Club Publishing;White Goblin Games;Ystari Games;Взрослые дети,,,,,,,7.371,9653,1.23,2.91,2138,425,1011918,477,320.0,24063,18,7573,2119,323,327,1646,21,19,55,138,363,1100,2900,3500,1300,270,https://boardgamegeek.com/boardgame/33160/endeavor,,,,,,,,,11.0,,,,11.0,,,,,,,,74.95,54.11,,,,,,,,,
478,"Barter, buy, bid, deceive, and fight your way to become the dominant dominus in Rome.",3,4,120.0,180.0,Spartacus: A Game of Blood and Treachery,17.0,2012.0,Ancient;Dice;Fighting;Miniatures;Movies / TV / Radio theme;Negotiation,Auction / Bidding;Betting and Bluffing;Bribery;Dice Rolling;Grid Movement;Hand Management;Movement Points;Sudden Death Ending;Trading;Variable Player Powers,Ancient: Rome;Theme: Gladiators,Aaron Dill;John Kovaleski;Sean Sweigart,,Charles Woods,"Gale Force Nine, LLC;A1 Games;Battlefront Miniatures Ltd;Games Factory Publishing;Heidelberger Spieleverlag;Kronos Games (Krogam);Marabunta;Zvezda",,Victor Pesch,Matt Clark,,,,7.468,9336,1.54,2.73,1723,810,974224,478,,16412,29,12835,1965,286,213,1812,23,68,110,192,451,1000,2300,2800,1600,804,https://boardgamegeek.com/boardgame/128671/spartacus-a-game-of-blood-and-treachery,,,,,,,,,9.95,122.0,,,45.95,,,,,,,,,,,,,,,,,,
479,"Give your team one-word coded clues, trying to identify specific image cards.",2,8,15.0,15.0,Codenames: Pictures,10.0,2016.0,Card Game;Deduction;Party Game;Spies / Secret Agents,Communication Limits;Memory;Team-Based Game,Game: Codenames;Mechanism: Image Interpretation,Vlaada Chvátil,,"David Cochard;Štěpán Drašťák;Dávid Jablonovský;Jana Kilianová;Martin ""Skam"" Krejčí;Tomáš Kučerovský;Filip Murmak;Filip Neduk;Michal Suchánek",Czech Games Edition;Boardgame Space;Brain Games;Cranio Creations;Devir;DiceTree Games;Enigma (Bergsala Enigma);Fantasmagoria;Feelindigo;GaGa Games;Games4you;Gém Klub Kft.;Heidelberger Spieleverlag;Hobby Japan;IELLO;Kaissa Chess & Games;Land of Beautiful Mind (سرزمین ذهن زیبا);Lex Games;Liam Games;MINDOK;MIPL;One Moment Games;Rebel Sp. z o.o.;White Goblin Games,,Radek Boxan;Štěpán Drašťák;Tibor Vizi;Michaela Zaoralová,,Jason Holt,,Roman Bednář,7.181,24284,1.28,1.24,3483,496,659425,479,,108900,288,43278,3172,539,167,2092,43,56,164,457,1200,3800,8200,7100,2500,786,https://boardgamegeek.com/boardgame/198773/codenames-pictures,,24.95,21.95,15.85,18.0,21.03,17.49,23.59,5.99,,24.99,,10.0,,,,,,,,,,,,,,,31.0,,,
480,Players represent political parties attempting to gain power in Germany.,3,5,240.0,240.0,Die Macher,14.0,1986.0,Economic;Negotiation;Political,Alliances;Area Majority / Influence;Auction / Bidding;Dice Rolling;Hand Management;Simultaneous Action Selection,Country: Germany;Digital Implementations: VASSAL;Political: Elections;Series: Classic Line (Valley Games),Karl-Heinz Schmiel,,Bernd Brunnhofer;Marcus Gschwendtner;Harald Lieske,"Hans im Glück;Moskito Spiele;Ediciones MasQueOca;Portal Games;Spielworxx;sternenschimmermeer;Stronghold Games;Valley Games, Inc.;YOKA Games",,,,,,,7.588,5931,1.55,4.31,2164,302,1132433,480,276.0,7817,12,8406,1682,272,491,2206,33,34,57,106,255,625,1300,1800,1200,548,https://boardgamegeek.com/boardgame/1/die-macher,,,,,,,,,81.23,,,,12.0,,,,,,,,,,,,,,,,,,
481,Create beautiful windows with coloured glass more efficiently than anyone else.,2,4,30.0,45.0,Azul: Stained Glass of Sintra,8.0,2018.0,Abstract Strategy;Puzzle;Renaissance,End Game Bonuses;Modular Board;Open Drafting;Pattern Building;Set Collection;Tile Placement;Turn Order: Claim Action,Admin: Better Description Needed!;Country: Portugal;Game: Azul;Theme: Art;Theme: Stained glass,Michael Kiesling,,Chris Quilliams,Next Move Games;asmodee;Belleville (Бельвіль);Broadway Toys LTD;Galápagos Jogos;Gém Klub Kft.;Ghenos Games;Hobby Japan;Korea Boardgames;Lacerta;MINDOK;Plan B Games;Rebel Sp. z o.o.;Zvezda,Viktor Kobilke,Karla Ron,,Viktor Kobilke,,,7.291,14511,1.19,2.01,1983,537,753846,481,,56427,190,24089,2442,252,342,3055,16,31,78,167,581,1900,4900,4800,1600,443,https://boardgamegeek.com/boardgame/256226/azul-stained-glass-of-sintra,44.99,27.99,45.95,33.18,,,32.99,44.5,15.0,,35.99,35.99,35.99,,,,,,,,,,,,116.0,21.0,,,,,
482,Witch and Hunter duel for the fate of Roanoke in an asymmetrical deduction card game.,2,2,30.0,60.0,Pagan: Fate of Roanoke,12.0,2022.0,Adventure;Bluffing;Card Game;Deduction;Fantasy,Action Points;Area Majority / Influence;Deck Construction;Deduction;Hand Management;Turn Order: Claim Action;Variable Player Powers;Worker Placement,Contests: Fastaval Design Competition;Crowdfunding: Kickstarter;Digital Implementations: Board Game Arena;Misc: LongPack Games;Players: Two-Player Only Games;Theme: Witches,Kasper Kjær Christiansen;Kåre Storgaard,,Maren Gutt,Wyrmgold GmbH;Capstone Games;Evrikus;Games7Days;Lucky Duck Games;Maldito Games;REXhry;Super Meeple,,,,,,,7.952,3930,1.27,3.03,644,756,629667,482,264.0,14375,320,9358,708,101,232,2674,8,8,24,33,82,217,650,1500,1100,323,https://boardgamegeek.com/boardgame/319910/pagan-fate-of-roanoke,44.95,39.85,,,31.9,37.26,32.95,44.44,13.41,,,,37.95,,,,35.99,,,,,,,15.0,,,,,,,
483,Plan well as you build your town one building at a time. Will it fit?,1,6,45.0,60.0,Tiny Towns,14.0,2019.0,Abstract Strategy;Animals;City Building;Puzzle,End Game Bonuses;Follow;Grid Coverage;Pattern Building;Player Elimination;Solo / Solitaire Game;Square Grid;Turn Order: Progressive;Variable Phase Order;Variable Player Powers;Variable Set-up,Components: 4 x 4 Grids;Components: Wooden pieces & boards;Digital Implementations: Board Game Arena;Digital Implementations: Sovranti;Occupation: Architect;Players: Games with Solitaire Rules;Theme: Anthropomorphic Animals;Theme: City,Peter McPherson,,Gong Studios;Matt Paquette & Co.,Alderac Entertainment Group;All In Games;Arrakis Games;Broadway Toys LTD;CMON Global Limited;Fractal Juegos;GaGa Games;Galápagos Jogos;Hid Konem (Хід Конем);Korea Boardgames;Lanlalen;Lord of Boards;Lucky Duck Games;Pegasus Spiele;Raven Distribution;Reflexshop;REXhry;White Goblin Games;株式会社ケンビル (KenBill),Josh Wood,Matt Paquette & Co.,,,,,7.199,21299,1.20,2.06,3108,1072,1185462,483,,100667,1315,34755,4470,677,498,5712,28,60,138,326,905,2900,7600,7000,1900,516,https://boardgamegeek.com/boardgame/265736/tiny-towns,49.99,39.99,53.95,38.95,,,38.45,51.86,18.0,,39.99,,25.0,39.99,56.99,41.15,,39.99,,,,,,,126.0,,,,,,
484,Manage your workers to help usher in a new era of culture and progress in Brussels.,2,5,50.0,125.0,Bruxelles 1893,13.0,2013.0,Economic,Area Majority / Influence;Auction / Bidding;Modular Board;Open Drafting;Worker Placement,Cities: Brussels (Belgium);Country: Belgium;Digital Implementations: Boiteajeux;Game: Bruxelles 189X;History: La Belle Epoque (1871–1914);Occupation: Architect;Theme: Art;Theme: Art style – Art Nouveau,Etienne Espreman,,Alexandre Roche,Pearl Games;asmodee;Heidelberger Spieleverlag;uplay.it edizioni;Z-Man Games,Sébastien Dujardin,,,,,,7.600,5778,1.24,3.58,1145,299,591958,484,288.0,14310,13,6414,1460,173,366,1592,8,9,32,60,197,496,1400,2200,1100,285,https://boardgamegeek.com/boardgame/144592/bruxelles-1893,,,,,,,,,22.49,,,,25.0,,,,,,,,,,,,,,,,,,
485,Control medieval Clans in China trying to resist invading Mongol hordes.,1,4,120.0,180.0,The Great Wall,13.0,2021.0,Economic;Fantasy;Territory Building,"Area Majority / Influence;Command Cards;Income;Investment;Secret Unit Deployment;Semi-Cooperative Game;Solo / Solitaire Game;Turn Order: Claim Action;Worker Placement;Worker Placement, Different Worker Types",Components: Meeples;Components: Miniatures;Constructions: The Great Wall (China);Country: China;Crowdfunding: Gamefound;Crowdfunding: Kickstarter;Digital Implementations: TableTop Simulator Mod (TTS);Misc: Eastar Game Manufacturing,Kamil 'Sanex' Cieśla;Robert Plesowicz;Łukasz Włodarczyk,,Piotr Gacek,Awaken Realms;Albi;CrowD Games;Delta Vision Publishing;Korea Boardgames;Maldito Games;YOKA Games,Ernest Kiedrowicz,Adrian Radziun,,,,,7.818,4849,1.47,3.93,1089,733,1015079,485,281.0,10810,70,9453,904,150,260,2218,29,22,40,55,127,366,853,1700,1200,496,https://boardgamegeek.com/boardgame/292375/the-great-wall,120.62,109.29,,,,,116.95,157.74,85.97,,,119.99,110.0,119.2,169.99,122.73,119.99,,,,,,,,,,,,,,
486,Fight for dominance in this upgraded pulp edition of a dice-rolling monster battle.,2,6,30.0,30.0,King of Tokyo: Dark Edition,8.0,2020.0,Dice;Fighting;Movies / TV / Radio theme;Science Fiction,Dice Rolling;King of the Hill;Open Drafting;Player Elimination;Push Your Luck,Cities: Tokyo (Japan);Components: Dice with Icons;Country: Japan;Digital Implementations: Board Game Arena;Game: King of Tokyo,Richard Garfield,,Paul Mafayon,IELLO;Buró;CMON Global Limited;Devir;GaGa Games;Hobby Japan;Mancalamaro;Portal Games;Reflexshop;Siam Board Games;Zito! Ώρα για παιχνίδι,Skaff Elias;Richard Garfield,,,,,,7.659,5838,1.22,1.62,813,383,425888,486,,24343,104,12221,798,115,128,1138,13,6,21,45,150,431,1600,2300,928,390,https://boardgamegeek.com/boardgame/293141/king-of-tokyo-dark-edition,,,,,,,,,93.87,,,,,,,,,,,,,,,,101.0,,,,,,
487,"As you build up San Juan, carefully choose how to use the multi-use cards you have.",2,4,45.0,60.0,San Juan (Second Edition),10.0,2014.0,Card Game;City Building;Economic,Action Drafting;Follow;Hand Management;Multi-Use Cards;Set Collection;Variable Phase Order,Components: Multi-Use Cards;Country: Puerto Rico;Digital Implementations: Google Play;Digital Implementations: Yucata;Game: Puerto Rico;Mechanism: Tableau Building;Series: Alea Medium Box;Series: Alea Very Small Box;Theme: Colonial;Theme: Tropical;Versions & Editions: Card Versions of Non-Card Games,Andreas Seyfarth,,Harald Lieske;Mia Steingräber,"alea;Ravensburger;Broadway Toys LTD;Giochi Uniti;Grow Jogos e Brinquedos;Lacerta;Möbius Games;Swan Panasia Co., Ltd.",,,,,,,7.443,7710,1.13,2.08,1374,266,465042,487,325.0,25322,50,11298,1706,278,283,1504,8,15,23,54,237,769,2500,2900,986,246,https://boardgamegeek.com/boardgame/166669/san-juan-second-edition,,,,,,,,,31.45,,,,,,,,,,,,,,,,,,,,,,
488,"More heroes, more sidekicks, more legends, more fights!",2,4,20.0,40.0,"Unmatched: Battle of Legends, Volume Two",9.0,2021.0,Card Game;Fantasy;Fighting;Horror;Mythology;Novel-based,Action Points;Card Play Conflict Resolution;Hand Management;Line of Sight;Point to Point Movement;Team-Based Game;Variable Player Powers,Animals: Apes / Monkeys;Category: Two-Player Fighting Games;Components: Miniatures;Components: Multi-Use Cards;Constructions: The Hanging Gardens of Babylon;Game: Unmatched;Mythology: Greek,Noah Cohen;Rob Daviau;Justin D. Jacobson;Chris Leder;Brian Neff;Kevin Rodgers,,Zoë van Dijk;Garrett Kaida,Restoration Games;CMON Global Limited;GaGa Games;Geekach LLC;IELLO;Mandoo Games;Mondo Games;Ogry Games;Reflexshop;TCG Factory;White Goblin Games;YOKA Games,,Lindsay Daviau;Jason D. Kingsley;Jason Taylor,Punga Miniatures,,,,8.239,3085,1.21,2.09,356,260,237390,488,273.0,9491,103,9431,403,61,182,983,4,5,8,8,40,103,452,1200,804,507,https://boardgamegeek.com/boardgame/335764/unmatched-battle-of-legends-volume-two,,,,,,,,,32.0,,31.99,,28.0,,,,,,,,,,,,,,,,,,
489,Find a crew. Find a job. Keep flying. Cross the 'verse to complete jobs and get paid.,1,4,120.0,240.0,Firefly: The Game,13.0,2013.0,Adventure;Exploration;Movies / TV / Radio theme;Science Fiction;Space Exploration;Travel,Area Movement;Dice Rolling;Open Drafting;Pick-up and Deliver;Solo / Solitaire Game;Take That;Trading;Variable Player Powers,Components: Miniatures;Game: Firefly – The Game;Players: Games with Solitaire Rules;TV Shows: Firefly,Aaron Dill;John Kovaleski;Sean Sweigart,,Charles Woods,"Gale Force Nine, LLC;Battlefront Miniatures Ltd;Devir;Heidelberger Spieleverlag",,,,,,,7.384,12430,1.57,2.96,2817,1684,1794898,489,,23751,31,23619,2348,535,312,2513,39,74,187,308,609,1500,3200,3600,1800,1000,https://boardgamegeek.com/boardgame/138161/firefly-the-game,,87.42,,,,,,,10.0,136.0,,,22.0,,,,,,,,,,,,,,,,,,
490,Woodland rulers engage in debate in this tactical solo trick-taking game.,1,1,15.0,30.0,For Northwood! A Solo Trick-Taking Game,12.0,2021.0,Animals;Card Game;Fantasy;Print & Play,Hand Management;Predictive Bid;Scenario / Mission / Campaign Game;Solo / Solitaire Game;Trick-taking,Contests: 54-Card Game Design;Crowdfunding: Gamefound;Digital Implementations: Board Game Arena;Players: Solitaire Only Card Games;Players: Solitaire Only Games,Wilhelm Su,,Wilhelm Su,(Self-Published);(Web published);Bad Boom Games;CMON Global Limited;GateOnGames;Geekach LLC;Joy Town Games;Lotus Frog Games;Meeple On Board;MeepleMood;Melmac Games;Reflexshop;Schwerkraft-Verlag;Side Room Games,,,,,,,7.822,4275,1.16,1.85,892,513,370420,490,289.0,31146,448,9353,493,64,333,2376,3,7,16,17,71,308,929,1700,908,302,https://boardgamegeek.com/boardgame/334590/for-northwood-a-solo-trick-taking-game,,,,,,,,,,,,,75.0,,,,,,,,,,,,85.0,,,,,,
491,"Amass the greatest library of sacred texts, using your wits and meager gold supply.",2,4,30.0,30.0,Biblios,10.0,2007.0,Card Game;Medieval;Religious,Auction / Bidding;Auction: Turn Order Until Pass;Closed Drafting;Commodity Speculation;Hand Management;Set Collection,Religious: Monks/Abbots & Monasteries/Abbeys;Series: Biblios (Steve Finn);Theme: Art;Theme: Books / Libraries,Steve Finn,,Steve Finn;David Palumbo,"Dr. Finn's Games;Asterion Press;GaGa Games;Hobby Japan;HomoLudicus;IELLO;Kaissa Chess & Games;More Fun Co., Ltd.;One Moment Games;Origames;Rocks Games",,,,,,,7.196,18163,1.19,1.69,4271,610,1052052,491,360.0,89126,157,22295,3623,431,681,3842,15,39,112,257,792,2500,6600,5700,1700,464,https://boardgamegeek.com/boardgame/34219/biblios,,,,,,,,,45.0,,,,30.0,,,,,,,,49.95,36.06,,,123.0,,,,,,
