Property Ref,Added On,Last Updated,Market Status,Type,Bedrooms,Bathrooms,Toilets,Parking Spaces,Furnishing,Price,District,State,Servicing,Service Charge,Total Area,Covered Area
2819299,14 Apr 2025,14 Apr 2025,Available,Semi-detached Duplex,4,4,5,4,,170000000.0,Ajah,Lagos,,,670 sqm,670 sqm
2819305,14 Apr 2025,14 Apr 2025,Available,Semi-detached Duplex,5,4,6,4,,950000000.0,Lekki,Lagos,,,,
2582179,20 Nov 2024,24 Mar 2025,Available,Detached Bungalow,3,3,4,2,,35000000.0,Ibadan,Oyo,,,,
2819237,14 Apr 2025,14 Apr 2025,Available,House,10,22,22,12,,7500000000.0,Ikeja,Lagos,,,"4,135 sqm","4,135 sqm"
2819159,14 Apr 2025,14 Apr 2025,Available,Terraced Duplex,4,5,5,3,,249999999.0,Ikeja,Lagos,,,,
2819175,14 Apr 2025,15 Apr 2025,Available,Detached Duplex,4,4,5,3,,250000000.0,Lekki,Lagos,,,250 sqm,250 sqm
2819164,14 Apr 2025,14 Apr 2025,Available,Block of Flats,3,3,3,,,55000000.0,Ibeju Lekki,Lagos,,,,
2817406,13 Apr 2025,13 Apr 2025,Available,Block of Flats,3,3,3,2,,199999999.0,Ikeja,Lagos,,,,
2819245,14 Apr 2025,14 Apr 2025,Available,Semi-detached Duplex,4,5,5,4,,180000000.0,Lekki,Lagos,,,,
2819181,14 Apr 2025,14 Apr 2025,Available,Detached Bungalow,3,3,4,,,64990000.0,Ibeju Lekki,Lagos,,,,
2819168,14 Apr 2025,14 Apr 2025,Available,Detached Duplex,4,4,5,3,,150000000.0,Lekki,Lagos,Serviced,,,
2819225,14 Apr 2025,14 Apr 2025,Available,Detached Duplex,5,6,6,4,,350000000.0,Lekki,Lagos,,,,
2819158,14 Apr 2025,14 Apr 2025,Available,Detached Duplex,5,5,6,6,,315000000.0,Ajah,Lagos,,,400 sqm,400 sqm
2819184,14 Apr 2025,14 Apr 2025,Available,Detached Duplex,5,5,6,,,420000000.0,Mpape,Abuja,,,,
2704355,05 Feb 2025,14 Apr 2025,Available,Semi-detached Duplex,4,4,5,4,,180000000.0,Lekki,Lagos,,,250 sqm,500 sqm
2819201,14 Apr 2025,15 Apr 2025,Available,Detached Duplex,5,5,6,3,,270000000.0,Lekki,Lagos,,,300 sqm,300 sqm
2819214,14 Apr 2025,14 Apr 2025,Available,Terraced Duplex,3,4,4,3,,65000000.0,Ajah,Lagos,,,,
2819217,14 Apr 2025,14 Apr 2025,Available,Semi-detached Duplex,4,4,5,3,,180000000.0,Lekki,Lagos,,,,
2819223,14 Apr 2025,14 Apr 2025,Available,Detached Duplex,6,7,7,6,,350000000.0,Lekki,Lagos,,,,
2819233,14 Apr 2025,14 Apr 2025,Available,House,3,,4,,,60000000.0,Ikorodu,Lagos,,,600 sqm,300 sqm
2819240,14 Apr 2025,14 Apr 2025,Available,Semi-detached Duplex,4,4,5,3,,190000000.0,Lekki,Lagos,,,,
2819241,14 Apr 2025,14 Apr 2025,Available,Terraced Duplex,4,5,5,3,,75000000.0,Ajah,Lagos,,,,
2819244,14 Apr 2025,14 Apr 2025,Available,Detached Duplex,5,5,6,5,,695000000.0,Lekki,Lagos,,,,
2614821,10 Dec 2024,12 Apr 2025,Available,Detached Duplex,5,5,7,8,,650000000.0,Ajah,Lagos,Serviced,"₦1,000,000 per annum",660 sqm,700 sqm
2819141,14 Apr 2025,14 Apr 2025,Available,Detached Duplex,5,6,6,3,,489999999.0,Ikeja,Lagos,,,,
2670411,19 Jan 2025,15 Apr 2025,Available,Semi-detached Duplex,5,5,6,,,700000000.0,Lekki,Lagos,,,,
2819120,14 Apr 2025,15 Apr 2025,Available,Semi-detached Duplex,4,4,5,,,190000000.0,Lekki,Lagos,,,,
2819123,14 Apr 2025,15 Apr 2025,Available,Detached Duplex,4,4,5,,,200000000.0,Lekki,Lagos,,,,
2819147,14 Apr 2025,14 Apr 2025,Available,Detached Duplex,5,6,6,4,,449999999.0,Ikeja,Lagos,,,,
2819086,14 Apr 2025,14 Apr 2025,Available,Semi-detached Duplex,4,4,5,2,,140000000.0,Lekki,Lagos,,,,
2819102,14 Apr 2025,14 Apr 2025,Available,Detached Duplex,5,5,6,4,,350000000.0,Lekki,Lagos,Serviced,,,
2819111,14 Apr 2025,14 Apr 2025,Available,Detached Duplex,5,5,6,,,270000000.0,Lekki,Lagos,,,,
2819116,14 Apr 2025,14 Apr 2025,Available,Semi-detached Duplex,5,5,6,4,,140000000.0,Lekki,Lagos,Serviced,,,
2819131,14 Apr 2025,14 Apr 2025,Available,Terraced Duplex,4,,,,,100000000.0,Lekki,Lagos,,,,
2819135,14 Apr 2025,14 Apr 2025,Available,Detached Duplex,4,4,5,3,,130000000.0,Lekki,Lagos,Serviced,,,
2819145,14 Apr 2025,14 Apr 2025,Available,Terraced Duplex,3,3,4,2,,120000000.0,Lekki,Lagos,Serviced,,,
2819152,14 Apr 2025,14 Apr 2025,Available,Semi-detached Duplex,4,4,5,3,,170000000.0,Lekki,Lagos,Serviced,,,
2819156,14 Apr 2025,14 Apr 2025,Available,Terraced Duplex,3,3,4,2,,110000000.0,Lekki,Lagos,Serviced,,,
2819091,14 Apr 2025,14 Apr 2025,Available,Terraced Duplex,4,4,4,,,290000000.0,Magodo,Lagos,,,,
2819074,14 Apr 2025,14 Apr 2025,Available,Detached Duplex,3,3,3,,,220000000.0,Magodo,Lagos,,,,
2819108,14 Apr 2025,14 Apr 2025,Available,Semi-detached Duplex,4,4,5,2,,200000000.0,Lekki,Lagos,,,,
2819114,14 Apr 2025,14 Apr 2025,Available,Detached Duplex,4,4,4,,,180000000.0,Isheri North,Lagos,,,,
2158650,13 Mar 2024,27 Mar 2025,Available,Detached Duplex,6,6,7,5,,270000000.0,Kukwaba,Abuja,,,,
2138197,27 Feb 2024,14 Apr 2025,Available,Terraced Duplex,6,6,7,4,,400000000.0,Kukwaba,Abuja,,,,
2582179,20 Nov 2024,24 Mar 2025,Available,Detached Bungalow,3,3,4,2,,35000000.0,Ibadan,Oyo,,,,
2702513,05 Feb 2025,15 Apr 2025,Available,Terraced Duplex,4,4,5,,,300000000.0,Lekki,Lagos,Serviced,,,
2819053,14 Apr 2025,14 Apr 2025,Available,Terraced Duplex,4,4,4,,,260000000.0,Gbagada,Lagos,,,,
2813155,10 Apr 2025,14 Apr 2025,Available,Semi-detached Duplex,4,4,5,,,130000000.0,Lekki,Lagos,,,460 sqm,460 sqm
2819039,14 Apr 2025,14 Apr 2025,Available,Terraced Duplex,4,4,5,10,,4000000000.0,Asokoro District,Abuja,,,,
2807514,07 Apr 2025,07 Apr 2025,Available,Detached Duplex,4,4,4,2,,150000000.0,Ajah,Lagos,,,300 sqm,300 sqm
2819040,14 Apr 2025,14 Apr 2025,Available,Detached Duplex,4,4,5,2,,130000000.0,Lekki,Lagos,,,,
2807496,07 Apr 2025,07 Apr 2025,Available,Detached Duplex,5,5,5,3,,300000000.0,Ajah,Lagos,,,450 sqm,450 sqm
2817413,13 Apr 2025,13 Apr 2025,Available,Detached Duplex,8,8,9,15,,1500000000.0,Asokoro District,Abuja,,,"1,800 sqm",
2819025,14 Apr 2025,14 Apr 2025,Available,Block of Flats,3,3,4,2,,70000000.0,Lekki,Lagos,,,,
2817426,13 Apr 2025,13 Apr 2025,Available,Block of Flats,12,12,16,,,700000000.0,Garki,Abuja,,,"1,600 sqm",
2819022,14 Apr 2025,14 Apr 2025,Available,Detached Duplex,5,5,6,4,,470000000.0,Lekki,Lagos,Serviced,,,
2819018,14 Apr 2025,14 Apr 2025,Available,Detached Duplex,4,4,4,,,370000000.0,Ikeja,Lagos,,,,
2819014,14 Apr 2025,14 Apr 2025,Available,Detached Duplex,5,5,5,,,410000000.0,Magodo,Lagos,,,,
2796394,31 Mar 2025,12 Apr 2025,Available,Semi-detached Duplex,3,3,4,,,130000000.0,Magodo,Lagos,,,,
2818987,14 Apr 2025,14 Apr 2025,Available,Detached Duplex,4,4,4,,,500000000.0,Gbagada,Lagos,,,,
2818985,14 Apr 2025,14 Apr 2025,Available,Semi-detached Duplex,4,4,5,3,,180000000.0,Lekki,Lagos,,,,
2580080,19 Nov 2024,14 Apr 2025,Available,Terraced Duplex,3,4,5,2,,130000000.0,Maryland,Lagos,Serviced,,"1,800 sqm",140 sqm
1965761,20 Oct 2023,07 Apr 2025,Available,Detached Duplex,5,5,6,6,,830000000.0,Lekki,Lagos,,,,
1969044,23 Oct 2023,10 Apr 2025,Available,Semi-detached Duplex,4,4,5,3,,650000000.0,Victoria Island (VI),Lagos,Serviced,"₦3,000,000 per annum",,
2155417,11 Mar 2024,10 Apr 2025,Available,Detached Duplex,4,3,4,7,,440000000.0,Lekki,Lagos,Serviced,"₦1,200,000 per annum",,600 sqm
2743671,27 Feb 2025,14 Apr 2025,Available,Block of Flats,3,3,3,,,700000000.0,Owerri Municipal,Imo,,,933 sqm,
2818969,14 Apr 2025,15 Apr 2025,Available,Detached Duplex,5,5,5,,,260000000.0,Lekki,Lagos,,,,
2265475,20 May 2024,07 Apr 2025,Available,Detached Duplex,5,5,7,8,Furnished,7500000000.0,Ikoyi,Lagos,,,,
2277087,28 May 2024,10 Apr 2025,Available,Detached Duplex,4,4,5,3,,650000000.0,Lekki,Lagos,Serviced,"₦3,000,000 per annum",,
2718669,13 Feb 2025,14 Apr 2025,Available,Detached Duplex,5,5,,,,150000000.0,Ibadan,Oyo,,,,
2658985,13 Jan 2025,14 Apr 2025,Available,Detached Duplex,4,4,,,,230000000.0,Ibadan North-West,Oyo,,,,
2691566,30 Jan 2025,14 Apr 2025,Available,Detached Duplex,4,4,,,,220000000.0,Ibadan,Oyo,,,,
2707467,07 Feb 2025,14 Apr 2025,Available,Detached Duplex,4,4,,,,200000000.0,Ibadan,Oyo,,,,
2714697,11 Feb 2025,14 Apr 2025,Available,Detached Duplex,4,4,5,,,190000000.0,Ibadan,Oyo,,,,
2818952,14 Apr 2025,14 Apr 2025,Available,Detached Duplex,4,4,5,3,,200000000.0,Lekki,Lagos,,,,
2818948,14 Apr 2025,14 Apr 2025,Available,House,5,5,7,5,,500000000.0,Lekki,Lagos,,,,
2722918,16 Feb 2025,10 Apr 2025,Available,Detached Duplex,6,6,7,6,,7500000000.0,Ikoyi,Lagos,Serviced,"₦9,000,000 per annum",,
2722973,16 Feb 2025,10 Apr 2025,Available,Terraced Duplex,5,5,6,4,,2900000000.0,Ikoyi,Lagos,Serviced,"₦7,000,000 per annum",,
2764191,12 Mar 2025,12 Apr 2025,Available,Detached Duplex,11,,,,,1000000000.0,Victoria Island (VI),Lagos,,,800 sqm,
2818930,14 Apr 2025,14 Apr 2025,Available,Detached Duplex,5,5,6,3,,6419920676.0,Ikoyi,Lagos,,,,
2818922,14 Apr 2025,14 Apr 2025,Available,Semi-detached Duplex,4,4,5,4,,175000000.0,Lekki,Lagos,,,,
2818917,14 Apr 2025,15 Apr 2025,Available,Detached Duplex,5,5,6,4,,190000000.0,Lekki,Lagos,,,,
2818915,14 Apr 2025,14 Apr 2025,Available,Block of Flats,1,1,2,2,,105000000.0,Lekki,Lagos,,,,
2818912,14 Apr 2025,14 Apr 2025,Available,Semi-detached Duplex,4,,,,,260000000.0,Ikeja,Lagos,,,,
2818911,14 Apr 2025,14 Apr 2025,Available,Semi-detached Duplex,5,5,6,5,,850000000.0,Lekki,Lagos,,,,
2582179,20 Nov 2024,24 Mar 2025,Available,Detached Bungalow,3,3,4,2,,35000000.0,Ibadan,Oyo,,,,
2817426,13 Apr 2025,13 Apr 2025,Available,Block of Flats,12,12,16,,,700000000.0,Garki,Abuja,,,"1,600 sqm",
2819022,14 Apr 2025,14 Apr 2025,Available,Detached Duplex,5,5,6,4,,470000000.0,Lekki,Lagos,Serviced,,,
2819018,14 Apr 2025,14 Apr 2025,Available,Detached Duplex,4,4,4,,,370000000.0,Ikeja,Lagos,,,,
2819014,14 Apr 2025,14 Apr 2025,Available,Detached Duplex,5,5,5,,,410000000.0,Magodo,Lagos,,,,
2796394,31 Mar 2025,12 Apr 2025,Available,Semi-detached Duplex,3,3,4,,,130000000.0,Magodo,Lagos,,,,
2818987,14 Apr 2025,14 Apr 2025,Available,Detached Duplex,4,4,4,,,500000000.0,Gbagada,Lagos,,,,
2818985,14 Apr 2025,14 Apr 2025,Available,Semi-detached Duplex,4,4,5,3,,180000000.0,Lekki,Lagos,,,,
2580080,19 Nov 2024,14 Apr 2025,Available,Terraced Duplex,3,4,5,2,,130000000.0,Maryland,Lagos,Serviced,,"1,800 sqm",140 sqm
1965761,20 Oct 2023,07 Apr 2025,Available,Detached Duplex,5,5,6,6,,830000000.0,Lekki,Lagos,,,,
1969044,23 Oct 2023,10 Apr 2025,Available,Semi-detached Duplex,4,4,5,3,,650000000.0,Victoria Island (VI),Lagos,Serviced,"₦3,000,000 per annum",,
2155417,11 Mar 2024,10 Apr 2025,Available,Detached Duplex,4,3,4,7,,440000000.0,Lekki,Lagos,Serviced,"₦1,200,000 per annum",,600 sqm
2818969,14 Apr 2025,15 Apr 2025,Available,Detached Duplex,5,5,5,,,260000000.0,Lekki,Lagos,,,,
2265475,20 May 2024,07 Apr 2025,Available,Detached Duplex,5,5,7,8,Furnished,7500000000.0,Ikoyi,Lagos,,,,
2277087,28 May 2024,10 Apr 2025,Available,Detached Duplex,4,4,5,3,,650000000.0,Lekki,Lagos,Serviced,"₦3,000,000 per annum",,
2718669,13 Feb 2025,14 Apr 2025,Available,Detached Duplex,5,5,,,,150000000.0,Ibadan,Oyo,,,,
2658985,13 Jan 2025,14 Apr 2025,Available,Detached Duplex,4,4,,,,230000000.0,Ibadan North-West,Oyo,,,,
2691566,30 Jan 2025,14 Apr 2025,Available,Detached Duplex,4,4,,,,220000000.0,Ibadan,Oyo,,,,
2707467,07 Feb 2025,14 Apr 2025,Available,Detached Duplex,4,4,,,,200000000.0,Ibadan,Oyo,,,,
2714697,11 Feb 2025,14 Apr 2025,Available,Detached Duplex,4,4,5,,,190000000.0,Ibadan,Oyo,,,,
2818952,14 Apr 2025,14 Apr 2025,Available,Detached Duplex,4,4,5,3,,200000000.0,Lekki,Lagos,,,,
2715026,11 Feb 2025,14 Apr 2025,Available,Detached Duplex,4,5,5,4,,150000000.0,Ajah,Lagos,,,,
2818948,14 Apr 2025,14 Apr 2025,Available,House,5,5,7,5,,500000000.0,Lekki,Lagos,,,,
2722918,16 Feb 2025,10 Apr 2025,Available,Detached Duplex,6,6,7,6,,7500000000.0,Ikoyi,Lagos,Serviced,"₦9,000,000 per annum",,
2722973,16 Feb 2025,10 Apr 2025,Available,Terraced Duplex,5,5,6,4,,2900000000.0,Ikoyi,Lagos,Serviced,"₦7,000,000 per annum",,
2764191,12 Mar 2025,12 Apr 2025,Available,Detached Duplex,11,,,,,1000000000.0,Victoria Island (VI),Lagos,,,800 sqm,
2818930,14 Apr 2025,14 Apr 2025,Available,Detached Duplex,5,5,6,3,,6419920676.0,Ikoyi,Lagos,,,,
2818922,14 Apr 2025,14 Apr 2025,Available,Semi-detached Duplex,4,4,5,4,,175000000.0,Lekki,Lagos,,,,
2818917,14 Apr 2025,15 Apr 2025,Available,Detached Duplex,5,5,6,4,,190000000.0,Lekki,Lagos,,,,
2818915,14 Apr 2025,14 Apr 2025,Available,Block of Flats,1,1,2,2,,105000000.0,Lekki,Lagos,,,,
2818912,14 Apr 2025,14 Apr 2025,Available,Semi-detached Duplex,4,,,,,260000000.0,Ikeja,Lagos,,,,
2818911,14 Apr 2025,14 Apr 2025,Available,Semi-detached Duplex,5,5,6,5,,850000000.0,Lekki,Lagos,,,,
2818905,14 Apr 2025,14 Apr 2025,Available,Detached Duplex,4,5,5,3,,117000000.0,Ajah,Lagos,,,"5,000 sqm","3,200 sqm"
2818893,14 Apr 2025,14 Apr 2025,Available,Terraced Duplex,4,4,5,3,,210000000.0,Ajah,Lagos,,,,
2818888,14 Apr 2025,14 Apr 2025,Available,Detached Duplex,4,5,5,4,,750000000.0,Lekki,Lagos,,,,
2693755,31 Jan 2025,14 Apr 2025,Available,Terraced Duplex,4,5,6,4,,350000000.0,Maryland,Lagos,,,,
2818868,14 Apr 2025,14 Apr 2025,Available,Semi-detached Duplex,4,4,5,3,,650000000.0,Lekki,Lagos,,,,
2818878,14 Apr 2025,14 Apr 2025,Available,Detached Duplex,5,6,7,4,,600000000.0,Ogudu,Lagos,,,,
2463541,17 Sep 2024,10 Apr 2025,Available,Terraced Duplex,3,3,4,2,,80000000.0,Lekki,Lagos,,,,
2100771,01 Feb 2024,03 Apr 2025,Available,Terraced Duplex,4,4,5,4,,80000000.0,Life Camp,Abuja,Serviced,,200 sqm,
2818873,14 Apr 2025,14 Apr 2025,Available,Semi-detached Duplex,4,,,,,260000000.0,Ikeja,Lagos,,,,
2785907,25 Mar 2025,14 Apr 2025,Available,Terraced Duplex,4,4,5,3,,150000000.0,Life Camp,Abuja,,,"100,000 sqm",200 sqm
2508089,11 Oct 2024,14 Apr 2025,Available,Detached Duplex,5,5,6,10,,1650000000.0,Lekki,Lagos,,,"1,000 sqm",
2225423,26 Apr 2024,26 Mar 2025,Available,Semi-detached Duplex,4,4,5,,,580000000.0,Lekki,Lagos,,,,
2538972,28 Oct 2024,20 Feb 2025,Available,Block of Flats,3,3,4,,,4800000000.0,Victoria Island (VI),Lagos,,,"2,401 sqm",
2818863,14 Apr 2025,14 Apr 2025,Available,Semi-detached Duplex,4,4,5,2,,130000000.0,Lekki,Lagos,Serviced,,,
2703695,05 Feb 2025,26 Mar 2025,Available,Terraced Duplex,3,,4,,,350000000.0,Lekki,Lagos,,,,
2744535,28 Feb 2025,28 Feb 2025,Available,Semi-detached Duplex,4,4,6,,,620000000.0,Lekki,Lagos,,,,
2789282,26 Mar 2025,14 Apr 2025,Available,House,2,,,,,85000000.0,Ajah,Lagos,,,,
2818857,14 Apr 2025,14 Apr 2025,Available,Detached Duplex,5,5,5,,,750000000.0,Lekki,Lagos,,,,
2818854,14 Apr 2025,14 Apr 2025,Available,Detached Duplex,5,5,5,,,300000000.0,Ajah,Lagos,,,,
2818847,14 Apr 2025,15 Apr 2025,Available,Semi-detached Duplex,4,4,5,3,,120000000.0,Lekki,Lagos,,,,
2818840,14 Apr 2025,14 Apr 2025,Available,Detached Duplex,3,3,4,,Furnished,220000000.0,Magodo,Lagos,,,,
2810230,08 Apr 2025,12 Apr 2025,Available,Semi-detached Duplex,4,4,5,,,370000000.0,Yaba,Lagos,,,,
2817064,13 Apr 2025,13 Apr 2025,Available,Detached Duplex,5,4,6,,,850000000.0,Lekki,Lagos,,,,
2818820,14 Apr 2025,14 Apr 2025,Available,Semi-detached Duplex,5,5,6,4,,700000000.0,Lekki,Lagos,,,,
2818814,14 Apr 2025,14 Apr 2025,Available,Detached Duplex,6,,7,,,120000000.0,Port Harcourt,Rivers,,,,
2818765,14 Apr 2025,14 Apr 2025,Available,Terraced Duplex,4,5,6,2,,200000000.0,Lekki,Lagos,Serviced,,,
2818791,14 Apr 2025,14 Apr 2025,Available,Detached Duplex,5,5,5,,,220000000.0,Ajah,Lagos,,,,
2818789,14 Apr 2025,14 Apr 2025,Available,Detached Duplex,5,5,6,5,,6419920676.0,Ikoyi,Lagos,,,,
2818787,14 Apr 2025,14 Apr 2025,Available,Detached Duplex,5,,6,,,200000000.0,Port Harcourt,Rivers,,,,
2818786,14 Apr 2025,15 Apr 2025,Available,Detached Duplex,5,5,6,,,470000000.0,Lekki,Lagos,,,,
2818759,14 Apr 2025,14 Apr 2025,Available,House,3,2,4,,,70000000.0,Katampe,Abuja,,,"1,000 sqm",200 sqm
2595961,28 Nov 2024,09 Apr 2025,Available,Semi-detached Duplex,5,5,6,4,Furnished,100000000.0,Ajah,Lagos,,,325 sqm,650 sqm
2818760,14 Apr 2025,14 Apr 2025,Available,Semi-detached Duplex,4,4,5,,,290000000.0,Ikeja,Lagos,,,,
2818758,14 Apr 2025,14 Apr 2025,Available,Detached Duplex,6,6,7,4,,4814940507.0,Ikoyi,Lagos,,,,
2818757,14 Apr 2025,14 Apr 2025,Available,House,4,4,5,2,,140000000.0,Ajah,Lagos,,,100 sqm,200 sqm
2818753,14 Apr 2025,14 Apr 2025,Available,Block of Flats,11,11,11,,,350000000.0,Surulere,Lagos,,,,
2818738,14 Apr 2025,14 Apr 2025,Available,Semi-detached Duplex,4,4,5,3,,115000000.0,Lekki,Lagos,,,,
2818752,14 Apr 2025,14 Apr 2025,Available,Detached Duplex,4,4,5,3,,130000000.0,Lekki,Lagos,,,,
2818748,14 Apr 2025,14 Apr 2025,Available,Semi-detached Duplex,3,,4,,,285000000.0,Life Camp,Abuja,,,,
2791939,28 Mar 2025,14 Apr 2025,Available,Semi-detached Duplex,4,4,5,4,,145000000.0,Lekki,Lagos,,,,
2629054,20 Dec 2024,07 Apr 2025,Available,Detached Duplex,6,,7,,,4800000000.0,Maitama District,Abuja,,,,
2818739,14 Apr 2025,14 Apr 2025,Available,Detached Duplex,3,3,4,,,240000000.0,Ikeja,Lagos,,,,
2818737,14 Apr 2025,15 Apr 2025,Available,House,4,5,5,2,,500000000.0,Lekki,Lagos,,,200 sqm,200 sqm
2818731,14 Apr 2025,14 Apr 2025,Available,Terraced Duplex,5,5,5,,,150000000.0,Lekki,Lagos,,,,
2818730,14 Apr 2025,14 Apr 2025,Available,Detached Duplex,5,5,6,,,320000000.0,Lekki,Lagos,,,,
2812171,10 Apr 2025,10 Apr 2025,Available,Terraced Duplex,4,4,5,3,,300000000.0,Ikeja,Lagos,,,,
2818729,14 Apr 2025,14 Apr 2025,Available,Semi-detached Duplex,5,5,5,,,350000000.0,Ikeja,Lagos,,,,
2818718,14 Apr 2025,14 Apr 2025,Available,Detached Duplex,5,5,5,,,350000000.0,Ikeja,Lagos,,,,
2818717,14 Apr 2025,14 Apr 2025,Available,Terraced Duplex,4,4,5,,,250000000.0,Ikeja,Lagos,,,,
2818716,14 Apr 2025,14 Apr 2025,Available,Semi-detached Duplex,4,4,4,,,140000000.0,Agege,Lagos,,,,
2818715,14 Apr 2025,14 Apr 2025,Available,Terraced Duplex,4,4,5,,Furnished,250000000.0,Maryland,Lagos,,,,
2818713,14 Apr 2025,14 Apr 2025,Available,Detached Duplex,4,4,5,,Furnished,200000000.0,Lekki,Lagos,,,,
2778223,20 Mar 2025,10 Apr 2025,Available,House,5,5,6,,,210000000.0,Lekki,Lagos,,,,
2818707,14 Apr 2025,14 Apr 2025,Available,Terraced Duplex,4,4,5,3,,850000000.0,Ikoyi,Lagos,,,,
2818704,14 Apr 2025,14 Apr 2025,Available,Block of Flats,3,3,4,,,280000000.0,Surulere,Lagos,,,,
2818698,14 Apr 2025,14 Apr 2025,Available,Semi-detached Duplex,4,4,5,,,270000000.0,Maryland,Lagos,,,,
2818696,14 Apr 2025,14 Apr 2025,Available,Block of Flats,3,,4,,,355000000.0,Lekki,Lagos,,,,
2818694,14 Apr 2025,14 Apr 2025,Available,Semi-detached Duplex,4,4,5,,Furnished,190000000.0,Lekki,Lagos,,,,
2818687,14 Apr 2025,14 Apr 2025,Available,Block of Flats,2,,3,,,200000000.0,Lekki,Lagos,,,,
2818684,14 Apr 2025,14 Apr 2025,Available,Detached Duplex,5,7,6,4,,350000000.0,Lekki,Lagos,,,,
2818676,14 Apr 2025,14 Apr 2025,Available,Detached Duplex,5,5,6,,,350000000.0,Lekki,Lagos,,,,
2818675,14 Apr 2025,14 Apr 2025,Available,Terraced Duplex,4,,5,,,110000000.0,Lekki,Lagos,,,,
2818674,14 Apr 2025,14 Apr 2025,Available,Detached Duplex,4,4,5,,,300000000.0,Ikeja,Lagos,,,,
2818667,14 Apr 2025,14 Apr 2025,Available,Semi-detached Duplex,4,,5,,,140000000.0,Ajah,Lagos,,,,
2818665,14 Apr 2025,14 Apr 2025,Available,Semi-detached Duplex,5,5,6,3,,140000000.0,Lekki,Lagos,,,,
2818663,14 Apr 2025,14 Apr 2025,Available,Detached Duplex,3,3,4,,,220000000.0,Magodo,Lagos,,,,
2818657,14 Apr 2025,14 Apr 2025,Available,Detached Duplex,5,6,6,10,,200000000.0,Port Harcourt,Rivers,,,735 sqm,
2818659,14 Apr 2025,14 Apr 2025,Available,Block of Flats,2,,3,,,180000000.0,Lekki,Lagos,,,,
2818649,14 Apr 2025,14 Apr 2025,Available,Block of Flats,3,,4,,,200000000.0,Lekki,Lagos,,,,
2818639,14 Apr 2025,14 Apr 2025,Available,Terraced Duplex,4,4,5,,,200000000.0,Magodo,Lagos,,,,
2818635,14 Apr 2025,14 Apr 2025,Available,Block of Flats,2,,3,,,205000000.0,Lekki,Lagos,,,,
2818632,14 Apr 2025,14 Apr 2025,Available,Semi-detached Duplex,3,3,4,3,,150000000.0,Lekki,Lagos,,,,
2818631,14 Apr 2025,14 Apr 2025,Available,Detached Duplex,4,4,5,,Furnished,500000000.0,Lekki,Lagos,,,,
2808015,07 Apr 2025,15 Apr 2025,Available,Detached Duplex,4,2,5,2,,110000000.0,Ajah,Lagos,,,,
2818628,14 Apr 2025,14 Apr 2025,Available,Semi-detached Duplex,5,,6,,,545000000.0,Ikeja,Lagos,,,,
2818624,14 Apr 2025,14 Apr 2025,Available,Semi-detached Duplex,4,4,4,3,,200000000.0,Lekki,Lagos,,,,
2818620,14 Apr 2025,14 Apr 2025,Available,Block of Flats,3,,4,,,300000000.0,Ikeja,Lagos,,,,
2818617,14 Apr 2025,14 Apr 2025,Available,Semi-detached Duplex,5,5,6,,,400000000.0,Magodo,Lagos,,,,
2818616,14 Apr 2025,14 Apr 2025,Available,Terraced Duplex,4,4,5,,Furnished,320000000.0,Lekki,Lagos,,,,
2818615,14 Apr 2025,14 Apr 2025,Available,Terraced Duplex,5,5,6,4,,135000000.0,Lekki,Lagos,,,,
2594606,27 Nov 2024,14 Apr 2025,Available,Detached Duplex,5,6,7,,,390000000.0,Ajah,Lagos,,,,
2818611,14 Apr 2025,15 Apr 2025,Available,Block of Flats,,,,,,23000000.0,Ikorodu,Lagos,,,,768 sqm
2818604,14 Apr 2025,14 Apr 2025,Available,Detached Duplex,5,5,6,,,400000000.0,Ogudu,Lagos,,,,
2818603,14 Apr 2025,14 Apr 2025,Available,Detached Duplex,5,5,6,,Furnished,2800000000.0,Ikoyi,Lagos,,,,
2818601,14 Apr 2025,14 Apr 2025,Available,Semi-detached Duplex,4,4,5,,,3500000000.0,Guzape District,Abuja,,,"1,970 sqm",
2818598,14 Apr 2025,14 Apr 2025,Available,Detached Duplex,5,5,6,,Furnished,350000000.0,Lekki,Lagos,,,,
2809792,08 Apr 2025,08 Apr 2025,Available,Block of Flats,18,18,18,,,350000000.0,Agege,Lagos,,,670 sqm,
2818597,14 Apr 2025,14 Apr 2025,Available,Terraced Duplex,3,3,4,3,,70000000.0,Ajah,Lagos,,,,
2818595,14 Apr 2025,14 Apr 2025,Available,Semi-detached Bungalow,3,3,4,2,,90000000.0,Ajah,Lagos,,,,
2805771,06 Apr 2025,08 Apr 2025,Available,House,4,4,5,3,,500000000.0,Lekki,Lagos,,,,
2818583,14 Apr 2025,14 Apr 2025,Available,Detached Duplex,5,5,6,7,,880000000.0,Lekki,Lagos,,,,
2818574,14 Apr 2025,14 Apr 2025,Available,Semi-detached Duplex,4,4,5,,,280000000.0,Ikeja,Lagos,,,400 sqm,400 sqm
2818572,14 Apr 2025,14 Apr 2025,Available,Detached Duplex,3,4,4,,,220000000.0,Magodo,Lagos,,,,
2818560,14 Apr 2025,14 Apr 2025,Available,Semi-detached Duplex,3,4,4,,,140000000.0,Yaba,Lagos,,,,
2796112,31 Mar 2025,08 Apr 2025,Available,Block of Flats,2,2,3,2,,160000000.0,Lekki,Lagos,,,,
